a,b,px,py,I,xunit,yunit,xn,yn,x,y,U
5,1,1,1,40,5,5,13,13,40.0,0.0,200.0
5,2,1,1,40,5,5,13,13,40.0,0.0,200.0
5,3,1,1,40,5,5,13,13,40.0,0.0,200.0
5,4,1,1,40,5,5,13,13,40.0,0.0,200.0
1,2,1,1,45,5,5,13,13,0.0,45.0,90.0
1,3,1,1,45,5,5,13,13,0.0,45.0,135.0
1,4,1,1,45,5,5,13,13,0.0,45.0,180.0
1,5,1,1,45,5,5,13,13,0.0,45.0,225.0
2,1,1,1,45,5,5,13,13,45.0,0.0,90.0
2,3,1,1,45,5,5,13,13,0.0,45.0,135.0
2,4,1,1,45,5,5,13,13,0.0,45.0,180.0
2,5,1,1,45,5,5,13,13,0.0,45.0,225.0
3,1,1,1,45,5,5,13,13,45.0,0.0,135.0
3,2,1,1,45,5,5,13,13,45.0,0.0,135.0
3,4,1,1,45,5,5,13,13,0.0,45.0,180.0
3,5,1,1,45,5,5,13,13,0.0,45.0,225.0
4,1,1,1,45,5,5,13,13,45.0,0.0,180.0
4,2,1,1,45,5,5,13,13,45.0,0.0,180.0
4,3,1,1,45,5,5,13,13,45.0,0.0,180.0
4,5,1,1,45,5,5,13,13,0.0,45.0,225.0
5,1,1,1,45,5,5,13,13,45.0,0.0,225.0
5,2,1,1,45,5,5,13,13,45.0,0.0,225.0
5,3,1,1,45,5,5,13,13,45.0,0.0,225.0
5,4,1,1,45,5,5,13,13,45.0,0.0,225.0
1,2,1,1,50,5,5,13,13,0.0,50.0,100.0
1,3,1,1,50,5,5,13,13,0.0,50.0,150.0
1,4,1,1,50,5,5,13,13,0.0,50.0,200.0
1,5,1,1,50,5,5,13,13,0.0,50.0,250.0
2,1,1,1,50,5,5,13,13,50.0,0.0,100.0
2,3,1,1,50,5,5,13,13,0.0,50.0,150.0
2,4,1,1,50,5,5,13,13,0.0,50.0,200.0
2,5,1,1,50,5,5,13,13,0.0,50.0,250.0
3,1,1,1,50,5,5,13,13,50.0,0.0,150.0
3,2,1,1,50,5,5,13,13,50.0,0.0,150.0
3,4,1,1,50,5,5,13,13,0.0,50.0,200.0
3,5,1,1,50,5,5,13,13,0.0,50.0,250.0
4,1,1,1,50,5,5,13,13,50.0,0.0,200.0
4,2,1,1,50,5,5,13,13,50.0,0.0,200.0
4,3,1,1,50,5,5,13,13,50.0,0.0,200.0
4,5,1,1,50,5,5,13,13,0.0,50.0,250.0
5,1,1,1,50,5,5,13,13,50.0,0.0,250.0
5,2,1,1,50,5,5,13,13,50.0,0.0,250.0
5,3,1,1,50,5,5,13,13,50.0,0.0,250.0
5,4,1,1,50,5,5,13,13,50.0,0.0,250.0
1,2,1,1,55,5,5,13,13,0.0,55.0,110.0
1,3,1,1,55,5,5,13,13,0.0,55.0,165.0
1,4,1,1,55,5,5,13,13,0.0,55.0,220.0
1,5,1,1,55,5,5,13,13,0.0,55.0,275.0
2,1,1,1,55,5,5,13,13,55.0,0.0,110.0
2,3,1,1,55,5,5,13,13,0.0,55.0,165.0
2,4,1,1,55,5,5,13,13,0.0,55.0,220.0
2,5,1,1,55,5,5,13,13,0.0,55.0,275.0
3,1,1,1,55,5,5,13,13,55.0,0.0,165.0
3,2,1,1,55,5,5,13,13,55.0,0.0,165.0
3,4,1,1,55,5,5,13,13,0.0,55.0,220.0
3,5,1,1,55,5,5,13,13,0.0,55.0,275.0
4,1,1,1,55,5,5,13,13,55.0,0.0,220.0
4,2,1,1,55,5,5,13,13,55.0,0.0,220.0
4,3,1,1,55,5,5,13,13,55.0,0.0,220.0
4,5,1,1,55,5,5,13,13,0.0,55.0,275.0
5,1,1,1,55,5,5,13,13,55.0,0.0,275.0
5,2,1,1,55,5,5,13,13,55.0,0.0,275.0
5,3,1,1,55,5,5,13,13,55.0,0.0,275.0
5,4,1,1,55,5,5,13,13,55.0,0.0,275.0
1,2,1,1,60,5,5,13,13,0.0,60.0,120.0
1,3,1,1,60,5,5,13,13,0.0,60.0,180.0
1,4,1,1,60,5,5,13,13,0.0,60.0,240.0
1,5,1,1,60,5,5,13,13,0.0,60.0,300.0
2,1,1,1,60,5,5,13,13,60.0,0.0,120.0
2,3,1,1,60,5,5,13,13,0.0,60.0,180.0
2,4,1,1,60,5,5,13,13,0.0,60.0,240.0
2,5,1,1,60,5,5,13,13,0.0,60.0,300.0
3,1,1,1,60,5,5,13,13,60.0,0.0,180.0
3,2,1,1,60,5,5,13,13,60.0,0.0,180.0
3,4,1,1,60,5,5,13,13,0.0,60.0,240.0
3,5,1,1,60,5,5,13,13,0.0,60.0,300.0
4,1,1,1,60,5,5,13,13,60.0,0.0,240.0
4,2,1,1,60,5,5,13,13,60.0,0.0,240.0
4,3,1,1,60,5,5,13,13,60.0,0.0,240.0
4,5,1,1,60,5,5,13,13,0.0,60.0,300.0
5,1,1,1,60,5,5,13,13,60.0,0.0,300.0
5,2,1,1,60,5,5,13,13,60.0,0.0,300.0
5,3,1,1,60,5,5,13,13,60.0,0.0,300.0
5,4,1,1,60,5,5,13,13,60.0,0.0,300.0
1,1,1,2,30,5,5,13,13,30.0,0.0,30.0
1,3,1,2,30,5,5,13,13,0.0,15.0,45.0
1,4,1,2,30,5,5,13,13,0.0,15.0,60.0
1,5,1,2,30,5,5,13,13,0.0,15.0,75.0
2,1,1,2,30,5,5,13,13,30.0,0.0,60.0
2,2,1,2,30,5,5,13,13,30.0,0.0,60.0
2,3,1,2,30,5,5,13,13,30.0,0.0,60.0
2,5,1,2,30,5,5,13,13,0.0,15.0,75.0
3,1,1,2,30,5,5,13,13,30.0,0.0,90.0
3,2,1,2,30,5,5,13,13,30.0,0.0,90.0
3,3,1,2,30,5,5,13,13,30.0,0.0,90.0
3,4,1,2,30,5,5,13,13,30.0,0.0,90.0
3,5,1,2,30,5,5,13,13,30.0,0.0,90.0
4,1,1,2,30,5,5,13,13,30.0,0.0,120.0
4,2,1,2,30,5,5,13,13,30.0,0.0,120.0
4,3,1,2,30,5,5,13,13,30.0,0.0,120.0
4,4,1,2,30,5,5,13,13,30.0,0.0,120.0
4,5,1,2,30,5,5,13,13,30.0,0.0,120.0
5,1,1,2,30,5,5,13,13,30.0,0.0,150.0
5,2,1,2,30,5,5,13,13,30.0,0.0,150.0
5,3,1,2,30,5,5,13,13,30.0,0.0,150.0
5,4,1,2,30,5,5,13,13,30.0,0.0,150.0
5,5,1,2,30,5,5,13,13,30.0,0.0,150.0
1,1,1,2,40,5,5,13,13,40.0,0.0,40.0
1,3,1,2,40,5,5,13,13,0.0,20.0,60.0
1,4,1,2,40,5,5,13,13,0.0,20.0,80.0
1,5,1,2,40,5,5,13,13,0.0,20.0,100.0
2,1,1,2,40,5,5,13,13,40.0,0.0,80.0
2,2,1,2,40,5,5,13,13,40.0,0.0,80.0
2,3,1,2,40,5,5,13,13,40.0,0.0,80.0
2,5,1,2,40,5,5,13,13,0.0,20.0,100.0
3,1,1,2,40,5,5,13,13,40.0,0.0,120.0
3,2,1,2,40,5,5,13,13,40.0,0.0,120.0
3,3,1,2,40,5,5,13,13,40.0,0.0,120.0
3,4,1,2,40,5,5,13,13,40.0,0.0,120.0
3,5,1,2,40,5,5,13,13,40.0,0.0,120.0
4,1,1,2,40,5,5,13,13,40.0,0.0,160.0
4,2,1,2,40,5,5,13,13,40.0,0.0,160.0
4,3,1,2,40,5,5,13,13,40.0,0.0,160.0
4,4,1,2,40,5,5,13,13,40.0,0.0,160.0
4,5,1,2,40,5,5,13,13,40.0,0.0,160.0
5,1,1,2,40,5,5,13,13,40.0,0.0,200.0
5,2,1,2,40,5,5,13,13,40.0,0.0,200.0
5,3,1,2,40,5,5,13,13,40.0,0.0,200.0
5,4,1,2,40,5,5,13,13,40.0,0.0,200.0
5,5,1,2,40,5,5,13,13,40.0,0.0,200.0
1,1,1,2,50,5,5,13,13,50.0,0.0,50.0
1,3,1,2,50,5,5,13,13,0.0,25.0,75.0
1,4,1,2,50,5,5,13,13,0.0,25.0,100.0
1,5,1,2,50,5,5,13,13,0.0,25.0,125.0
2,1,1,2,50,5,5,13,13,50.0,0.0,100.0
2,2,1,2,50,5,5,13,13,50.0,0.0,100.0
2,3,1,2,50,5,5,13,13,50.0,0.0,100.0
2,5,1,2,50,5,5,13,13,0.0,25.0,125.0
3,1,1,2,50,5,5,13,13,50.0,0.0,150.0
3,2,1,2,50,5,5,13,13,50.0,0.0,150.0
3,3,1,2,50,5,5,13,13,50.0,0.0,150.0
3,4,1,2,50,5,5,13,13,50.0,0.0,150.0
3,5,1,2,50,5,5,13,13,50.0,0.0,150.0
4,1,1,2,50,5,5,13,13,50.0,0.0,200.0
4,2,1,2,50,5,5,13,13,50.0,0.0,200.0
4,3,1,2,50,5,5,13,13,50.0,0.0,200.0
4,4,1,2,50,5,5,13,13,50.0,0.0,200.0
4,5,1,2,50,5,5,13,13,50.0,0.0,200.0
5,1,1,2,50,5,5,13,13,50.0,0.0,250.0
5,2,1,2,50,5,5,13,13,50.0,0.0,250.0
5,3,1,2,50,5,5,13,13,50.0,0.0,250.0
5,4,1,2,50,5,5,13,13,50.0,0.0,250.0
5,5,1,2,50,5,5,13,13,50.0,0.0,250.0
1,1,1,2,60,5,5,13,13,60.0,0.0,60.0
1,3,1,2,60,5,5,13,13,0.0,30.0,90.0
1,4,1,2,60,5,5,13,13,0.0,30.0,120.0
1,5,1,2,60,5,5,13,13,0.0,30.0,150.0
2,1,1,2,60,5,5,13,13,60.0,0.0,120.0
2,2,1,2,60,5,5,13,13,60.0,0.0,120.0
2,3,1,2,60,5,5,13,13,60.0,0.0,120.0
2,5,1,2,60,5,5,13,13,0.0,30.0,150.0
3,1,1,2,60,5,5,13,13,60.0,0.0,180.0
3,2,1,2,60,5,5,13,13,60.0,0.0,180.0
3,3,1,2,60,5,5,13,13,60.0,0.0,180.0
3,4,1,2,60,5,5,13,13,60.0,0.0,180.0
3,5,1,2,60,5,5,13,13,60.0,0.0,180.0
4,1,1,2,60,5,5,13,13,60.0,0.0,240.0
4,2,1,2,60,5,5,13,13,60.0,0.0,240.0
4,3,1,2,60,5,5,13,13,60.0,0.0,240.0
4,4,1,2,60,5,5,13,13,60.0,0.0,240.0
4,5,1,2,60,5,5,13,13,60.0,0.0,240.0
5,1,1,2,60,5,5,13,13,60.0,0.0,300.0
5,2,1,2,60,5,5,13,13,60.0,0.0,300.0
5,3,1,2,60,5,5,13,13,60.0,0.0,300.0
5,4,1,2,60,5,5,13,13,60.0,0.0,300.0
5,5,1,2,60,5,5,13,13,60.0,0.0,300.0
1,1,1,3,30,5,5,13,13,30.0,0.0,30.0
1,2,1,3,30,5,5,13,13,30.0,0.0,30.0
1,4,1,3,30,5,5,13,13,0.0,10.0,40.0
1,5,1,3,30,5,5,13,13,0.0,10.0,50.0
2,1,1,3,30,5,5,13,13,30.0,0.0,60.0
2,2,1,3,30,5,5,13,13,30.0,0.0,60.0
2,3,1,3,30,5,5,13,13,30.0,0.0,60.0
2,4,1,3,30,5,5,13,13,30.0,0.0,60.0
2,5,1,3,30,5,5,13,13,30.0,0.0,60.0
3,1,1,3,30,5,5,13,13,30.0,0.0,90.0
3,2,1,3,30,5,5,13,13,30.0,0.0,90.0
3,3,1,3,30,5,5,13,13,30.0,0.0,90.0
3,4,1,3,30,5,5,13,13,30.0,0.0,90.0
3,5,1,3,30,5,5,13,13,30.0,0.0,90.0
4,1,1,3,30,5,5,13,13,30.0,0.0,120.0
4,2,1,3,30,5,5,13,13,30.0,0.0,120.0
4,3,1,3,30,5,5,13,13,30.0,0.0,120.0
4,4,1,3,30,5,5,13,13,30.0,0.0,120.0
4,5,1,3,30,5,5,13,13,30.0,0.0,120.0
5,1,1,3,30,5,5,13,13,30.0,0.0,150.0
5,2,1,3,30,5,5,13,13,30.0,0.0,150.0
5,3,1,3,30,5,5,13,13,30.0,0.0,150.0
5,4,1,3,30,5,5,13,13,30.0,0.0,150.0
5,5,1,3,30,5,5,13,13,30.0,0.0,150.0
1,1,1,3,45,5,5,13,13,45.0,0.0,45.0
1,2,1,3,45,5,5,13,13,45.0,0.0,45.0
1,4,1,3,45,5,5,13,13,0.0,15.0,60.0
1,5,1,3,45,5,5,13,13,0.0,15.0,75.0
2,1,1,3,45,5,5,13,13,45.0,0.0,90.0
2,2,1,3,45,5,5,13,13,45.0,0.0,90.0
2,3,1,3,45,5,5,13,13,45.0,0.0,90.0
2,4,1,3,45,5,5,13,13,45.0,0.0,90.0
2,5,1,3,45,5,5,13,13,45.0,0.0,90.0
3,1,1,3,45,5,5,13,13,45.0,0.0,135.0
3,2,1,3,45,5,5,13,13,45.0,0.0,135.0
3,3,1,3,45,5,5,13,13,45.0,0.0,135.0
3,4,1,3,45,5,5,13,13,45.0,0.0,135.0
3,5,1,3,45,5,5,13,13,45.0,0.0,135.0
4,1,1,3,45,5,5,13,13,45.0,0.0,180.0
4,2,1,3,45,5,5,13,13,45.0,0.0,180.0
4,3,1,3,45,5,5,13,13,45.0,0.0,180.0
4,4,1,3,45,5,5,13,13,45.0,0.0,180.0
4,5,1,3,45,5,5,13,13,45.0,0.0,180.0
5,1,1,3,45,5,5,13,13,45.0,0.0,225.0
5,2,1,3,45,5,5,13,13,45.0,0.0,225.0
5,3,1,3,45,5,5,13,13,45.0,0.0,225.0
5,4,1,3,45,5,5,13,13,45.0,0.0,225.0
5,5,1,3,45,5,5,13,13,45.0,0.0,225.0
1,1,1,3,60,5,5,13,13,60.0,0.0,60.0
1,2,1,3,60,5,5,13,13,60.0,0.0,60.0
1,4,1,3,60,5,5,13,13,0.0,20.0,80.0
1,5,1,3,60,5,5,13,13,0.0,20.0,100.0
2,1,1,3,60,5,5,13,13,60.0,0.0,120.0
2,2,1,3,60,5,5,13,13,60.0,0.0,120.0
2,3,1,3,60,5,5,13,13,60.0,0.0,120.0
2,4,1,3,60,5,5,13,13,60.0,0.0,120.0
2,5,1,3,60,5,5,13,13,60.0,0.0,120.0
3,1,1,3,60,5,5,13,13,60.0,0.0,180.0
3,2,1,3,60,5,5,13,13,60.0,0.0,180.0
3,3,1,3,60,5,5,13,13,60.0,0.0,180.0
3,4,1,3,60,5,5,13,13,60.0,0.0,180.0
3,5,1,3,60,5,5,13,13,60.0,0.0,180.0
4,1,1,3,60,5,5,13,13,60.0,0.0,240.0
4,2,1,3,60,5,5,13,13,60.0,0.0,240.0
4,3,1,3,60,5,5,13,13,60.0,0.0,240.0
4,4,1,3,60,5,5,13,13,60.0,0.0,240.0
4,5,1,3,60,5,5,13,13,60.0,0.0,240.0
5,1,1,3,60,5,5,13,13,60.0,0.0,300.0
5,2,1,3,60,5,5,13,13,60.0,0.0,300.0
5,3,1,3,60,5,5,13,13,60.0,0.0,300.0
5,4,1,3,60,5,5,13,13,60.0,0.0,300.0
5,5,1,3,60,5,5,13,13,60.0,0.0,300.0
1,1,1,4,40,5,5,13,13,40.0,0.0,40.0
1,2,1,4,40,5,5,13,13,40.0,0.0,40.0
1,3,1,4,40,5,5,13,13,40.0,0.0,40.0
1,5,1,4,40,5,5,13,13,0.0,10.0,50.0
2,1,1,4,40,5,5,13,13,40.0,0.0,80.0
2,2,1,4,40,5,5,13,13,40.0,0.0,80.0
2,3,1,4,40,5,5,13,13,40.0,0.0,80.0
2,4,1,4,40,5,5,13,13,40.0,0.0,80.0
2,5,1,4,40,5,5,13,13,40.0,0.0,80.0
3,1,1,4,40,5,5,13,13,40.0,0.0,120.0
3,2,1,4,40,5,5,13,13,40.0,0.0,120.0
3,3,1,4,40,5,5,13,13,40.0,0.0,120.0
3,4,1,4,40,5,5,13,13,40.0,0.0,120.0
3,5,1,4,40,5,5,13,13,40.0,0.0,120.0
4,1,1,4,40,5,5,13,13,40.0,0.0,160.0
4,2,1,4,40,5,5,13,13,40.0,0.0,160.0
4,3,1,4,40,5,5,13,13,40.0,0.0,160.0
4,4,1,4,40,5,5,13,13,40.0,0.0,160.0
4,5,1,4,40,5,5,13,13,40.0,0.0,160.0
5,1,1,4,40,5,5,13,13,40.0,0.0,200.0
5,2,1,4,40,5,5,13,13,40.0,0.0,200.0
5,3,1,4,40,5,5,13,13,40.0,0.0,200.0
5,4,1,4,40,5,5,13,13,40.0,0.0,200.0
5,5,1,4,40,5,5,13,13,40.0,0.0,200.0
1,1,1,4,60,5,5,13,13,60.0,0.0,60.0
1,2,1,4,60,5,5,13,13,60.0,0.0,60.0
1,3,1,4,60,5,5,13,13,60.0,0.0,60.0
1,5,1,4,60,5,5,13,13,0.0,15.0,75.0
2,1,1,4,60,5,5,13,13,60.0,0.0,120.0
2,2,1,4,60,5,5,13,13,60.0,0.0,120.0
2,3,1,4,60,5,5,13,13,60.0,0.0,120.0
2,4,1,4,60,5,5,13,13,60.0,0.0,120.0
2,5,1,4,60,5,5,13,13,60.0,0.0,120.0
3,1,1,4,60,5,5,13,13,60.0,0.0,180.0
3,2,1,4,60,5,5,13,13,60.0,0.0,180.0
3,3,1,4,60,5,5,13,13,60.0,0.0,180.0
3,4,1,4,60,5,5,13,13,60.0,0.0,180.0
3,5,1,4,60,5,5,13,13,60.0,0.0,180.0
4,1,1,4,60,5,5,13,13,60.0,0.0,240.0
4,2,1,4,60,5,5,13,13,60.0,0.0,240.0
4,3,1,4,60,5,5,13,13,60.0,0.0,240.0
4,4,1,4,60,5,5,13,13,60.0,0.0,240.0
4,5,1,4,60,5,5,13,13,60.0,0.0,240.0
5,1,1,4,60,5,5,13,13,60.0,0.0,300.0
5,2,1,4,60,5,5,13,13,60.0,0.0,300.0
5,3,1,4,60,5,5,13,13,60.0,0.0,300.0
5,4,1,4,60,5,5,13,13,60.0,0.0,300.0
5,5,1,4,60,5,5,13,13,60.0,0.0,300.0
1,1,1,5,50,5,5,13,13,50.0,0.0,50.0
1,2,1,5,50,5,5,13,13,50.0,0.0,50.0
1,3,1,5,50,5,5,13,13,50.0,0.0,50.0
1,4,1,5,50,5,5,13,13,50.0,0.0,50.0
2,1,1,5,50,5,5,13,13,50.0,0.0,100.0
2,2,1,5,50,5,5,13,13,50.0,0.0,100.0
2,3,1,5,50,5,5,13,13,50.0,0.0,100.0
2,4,1,5,50,5,5,13,13,50.0,0.0,100.0
2,5,1,5,50,5,5,13,13,50.0,0.0,100.0
3,1,1,5,50,5,5,13,13,50.0,0.0,150.0
3,2,1,5,50,5,5,13,13,50.0,0.0,150.0
3,3,1,5,50,5,5,13,13,50.0,0.0,150.0
3,4,1,5,50,5,5,13,13,50.0,0.0,150.0
3,5,1,5,50,5,5,13,13,50.0,0.0,150.0
4,1,1,5,50,5,5,13,13,50.0,0.0,200.0
4,2,1,5,50,5,5,13,13,50.0,0.0,200.0
4,3,1,5,50,5,5,13,13,50.0,0.0,200.0
4,4,1,5,50,5,5,13,13,50.0,0.0,200.0
4,5,1,5,50,5,5,13,13,50.0,0.0,200.0
5,1,1,5,50,5,5,13,13,50.0,0.0,250.0
5,2,1,5,50,5,5,13,13,50.0,0.0,250.0
5,3,1,5,50,5,5,13,13,50.0,0.0,250.0
5,4,1,5,50,5,5,13,13,50.0,0.0,250.0
5,5,1,5,50,5,5,13,13,50.0,0.0,250.0
1,1,2,1,30,5,5,13,13,0.0,30.0,30.0
1,2,2,1,30,5,5,13,13,0.0,30.0,60.0
1,3,2,1,30,5,5,13,13,0.0,30.0,90.0
1,4,2,1,30,5,5,13,13,0.0,30.0,120.0
1,5,2,1,30,5,5,13,13,0.0,30.0,150.0
2,2,2,1,30,5,5,13,13,0.0,30.0,60.0
2,3,2,1,30,5,5,13,13,0.0,30.0,90.0
2,4,2,1,30,5,5,13,13,0.0,30.0,120.0
2,5,2,1,30,5,5,13,13,0.0,30.0,150.0
3,1,2,1,30,5,5,13,13,15.0,0.0,45.0
3,2,2,1,30,5,5,13,13,0.0,30.0,60.0
3,3,2,1,30,5,5,13,13,0.0,30.0,90.0
3,4,2,1,30,5,5,13,13,0.0,30.0,120.0
3,5,2,1,30,5,5,13,13,0.0,30.0,150.0
4,1,2,1,30,5,5,13,13,15.0,0.0,60.0
4,3,2,1,30,5,5,13,13,0.0,30.0,90.0
4,4,2,1,30,5,5,13,13,0.0,30.0,120.0
4,5,2,1,30,5,5,13,13,0.0,30.0,150.0
5,1,2,1,30,5,5,13,13,15.0,0.0,75.0
5,2,2,1,30,5,5,13,13,15.0,0.0,75.0
5,3,2,1,30,5,5,13,13,0.0,30.0,90.0
5,4,2,1,30,5,5,13,13,0.0,30.0,120.0
5,5,2,1,30,5,5,13,13,0.0,30.0,150.0
1,1,2,1,40,5,5,13,13,0.0,40.0,40.0
1,2,2,1,40,5,5,13,13,0.0,40.0,80.0
1,3,2,1,40,5,5,13,13,0.0,40.0,120.0
1,4,2,1,40,5,5,13,13,0.0,40.0,160.0
1,5,2,1,40,5,5,13,13,0.0,40.0,200.0
2,2,2,1,40,5,5,13,13,0.0,40.0,80.0
2,3,2,1,40,5,5,13,13,0.0,40.0,120.0
2,4,2,1,40,5,5,13,13,0.0,40.0,160.0
2,5,2,1,40,5,5,13,13,0.0,40.0,200.0
3,1,2,1,40,5,5,13,13,20.0,0.0,60.0
3,2,2,1,40,5,5,13,13,0.0,40.0,80.0
3,3,2,1,40,5,5,13,13,0.0,40.0,120.0
3,4,2,1,40,5,5,13,13,0.0,40.0,160.0
3,5,2,1,40,5,5,13,13,0.0,40.0,200.0
4,1,2,1,40,5,5,13,13,20.0,0.0,80.0
4,3,2,1,40,5,5,13,13,0.0,40.0,120.0
4,4,2,1,40,5,5,13,13,0.0,40.0,160.0
4,5,2,1,40,5,5,13,13,0.0,40.0,200.0
5,1,2,1,40,5,5,13,13,20.0,0.0,100.0
5,2,2,1,40,5,5,13,13,20.0,0.0,100.0
5,3,2,1,40,5,5,13,13,0.0,40.0,120.0
5,4,2,1,40,5,5,13,13,0.0,40.0,160.0
5,5,2,1,40,5,5,13,13,0.0,40.0,200.0
1,1,2,1,50,5,5,13,13,0.0,50.0,50.0
1,2,2,1,50,5,5,13,13,0.0,50.0,100.0
1,3,2,1,50,5,5,13,13,0.0,50.0,150.0
1,4,2,1,50,5,5,13,13,0.0,50.0,200.0
1,5,2,1,50,5,5,13,13,0.0,50.0,250.0
2,2,2,1,50,5,5,13,13,0.0,50.0,100.0
2,3,2,1,50,5,5,13,13,0.0,50.0,150.0
2,4,2,1,50,5,5,13,13,0.0,50.0,200.0
2,5,2,1,50,5,5,13,13,0.0,50.0,250.0
3,1,2,1,50,5,5,13,13,25.0,0.0,75.0
3,2,2,1,50,5,5,13,13,0.0,50.0,100.0
3,3,2,1,50,5,5,13,13,0.0,50.0,150.0
3,4,2,1,50,5,5,13,13,0.0,50.0,200.0
3,5,2,1,50,5,5,13,13,0.0,50.0,250.0
4,1,2,1,50,5,5,13,13,25.0,0.0,100.0
4,3,2,1,50,5,5,13,13,0.0,50.0,150.0
4,4,2,1,50,5,5,13,13,0.0,50.0,200.0
4,5,2,1,50,5,5,13,13,0.0,50.0,250.0
5,1,2,1,50,5,5,13,13,25.0,0.0,125.0
5,2,2,1,50,5,5,13,13,25.0,0.0,125.0
5,3,2,1,50,5,5,13,13,0.0,50.0,150.0
5,4,2,1,50,5,5,13,13,0.0,50.0,200.0
5,5,2,1,50,5,5,13,13,0.0,50.0,250.0
1,1,2,1,60,5,5,13,13,0.0,60.0,60.0
1,2,2,1,60,5,5,13,13,0.0,60.0,120.0
1,3,2,1,60,5,5,13,13,0.0,60.0,180.0
1,4,2,1,60,5,5,13,13,0.0,60.0,240.0
1,5,2,1,60,5,5,13,13,0.0,60.0,300.0
2,2,2,1,60,5,5,13,13,0.0,60.0,120.0
2,3,2,1,60,5,5,13,13,0.0,60.0,180.0
2,4,2,1,60,5,5,13,13,0.0,60.0,240.0
2,5,2,1,60,5,5,13,13,0.0,60.0,300.0
3,1,2,1,60,5,5,13,13,30.0,0.0,90.0
3,2,2,1,60,5,5,13,13,0.0,60.0,120.0
3,3,2,1,60,5,5,13,13,0.0,60.0,180.0
3,4,2,1,60,5,5,13,13,0.0,60.0,240.0
3,5,2,1,60,5,5,13,13,0.0,60.0,300.0
4,1,2,1,60,5,5,13,13,30.0,0.0,120.0
4,3,2,1,60,5,5,13,13,0.0,60.0,180.0
4,4,2,1,60,5,5,13,13,0.0,60.0,240.0
4,5,2,1,60,5,5,13,13,0.0,60.0,300.0
5,1,2,1,60,5,5,13,13,30.0,0.0,150.0
5,2,2,1,60,5,5,13,13,30.0,0.0,150.0
5,3,2,1,60,5,5,13,13,0.0,60.0,180.0
5,4,2,1,60,5,5,13,13,0.0,60.0,240.0
5,5,2,1,60,5,5,13,13,0.0,60.0,300.0
1,2,2,2,60,5,5,13,13,0.0,30.0,60.0
1,3,2,2,60,5,5,13,13,0.0,30.0,90.0
1,4,2,2,60,5,5,13,13,0.0,30.0,120.0
1,5,2,2,60,5,5,13,13,0.0,30.0,150.0
2,1,2,2,60,5,5,13,13,30.0,0.0,60.0
2,3,2,2,60,5,5,13,13,0.0,30.0,90.0
2,4,2,2,60,5,5,13,13,0.0,30.0,120.0
2,5,2,2,60,5,5,13,13,0.0,30.0,150.0
3,1,2,2,60,5,5,13,13,30.0,0.0,90.0
3,2,2,2,60,5,5,13,13,30.0,0.0,90.0
3,4,2,2,60,5,5,13,13,0.0,30.0,120.0
3,5,2,2,60,5,5,13,13,0.0,30.0,150.0
4,1,2,2,60,5,5,13,13,30.0,0.0,120.0
4,2,2,2,60,5,5,13,13,30.0,0.0,120.0
4,3,2,2,60,5,5,13,13,30.0,0.0,120.0
4,5,2,2,60,5,5,13,13,0.0,30.0,150.0
5,1,2,2,60,5,5,13,13,30.0,0.0,150.0
5,2,2,2,60,5,5,13,13,30.0,0.0,150.0
5,3,2,2,60,5,5,13,13,30.0,0.0,150.0
5,4,2,2,60,5,5,13,13,30.0,0.0,150.0
1,2,2,2,70,5,5,13,13,0.0,35.0,70.0
1,3,2,2,70,5,5,13,13,0.0,35.0,105.0
1,4,2,2,70,5,5,13,13,0.0,35.0,140.0
1,5,2,2,70,5,5,13,13,0.0,35.0,175.0
2,1,2,2,70,5,5,13,13,35.0,0.0,70.0
2,3,2,2,70,5,5,13,13,0.0,35.0,105.0
2,4,2,2,70,5,5,13,13,0.0,35.0,140.0
2,5,2,2,70,5,5,13,13,0.0,35.0,175.0
3,1,2,2,70,5,5,13,13,35.0,0.0,105.0
3,2,2,2,70,5,5,13,13,35.0,0.0,105.0
3,4,2,2,70,5,5,13,13,0.0,35.0,140.0
3,5,2,2,70,5,5,13,13,0.0,35.0,175.0
4,1,2,2,70,5,5,13,13,35.0,0.0,140.0
4,2,2,2,70,5,5,13,13,35.0,0.0,140.0
4,3,2,2,70,5,5,13,13,35.0,0.0,140.0
4,5,2,2,70,5,5,13,13,0.0,35.0,175.0
5,1,2,2,70,5,5,13,13,35.0,0.0,175.0
5,2,2,2,70,5,5,13,13,35.0,0.0,175.0
5,3,2,2,70,5,5,13,13,35.0,0.0,175.0
5,4,2,2,70,5,5,13,13,35.0,0.0,175.0
1,2,2,2,80,5,5,13,13,0.0,40.0,80.0
1,3,2,2,80,5,5,13,13,0.0,40.0,120.0
1,4,2,2,80,5,5,13,13,0.0,40.0,160.0
1,5,2,2,80,5,5,13,13,0.0,40.0,200.0
2,1,2,2,80,5,5,13,13,40.0,0.0,80.0
2,3,2,2,80,5,5,13,13,0.0,40.0,120.0
2,4,2,2,80,5,5,13,13,0.0,40.0,160.0
2,5,2,2,80,5,5,13,13,0.0,40.0,200.0
3,1,2,2,80,5,5,13,13,40.0,0.0,120.0
3,2,2,2,80,5,5,13,13,40.0,0.0,120.0
3,4,2,2,80,5,5,13,13,0.0,40.0,160.0
3,5,2,2,80,5,5,13,13,0.0,40.0,200.0
4,1,2,2,80,5,5,13,13,40.0,0.0,160.0
